Month,division,Line,Day Type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2024-08-01,B DIVISION,A,1,6426,8345,0.770041941282205
2024-08-01,B DIVISION,A,2,1640,2530,0.648221343873518
2024-08-01,B DIVISION,B,1,2528,4667,0.541675594600386
2024-08-01,B DIVISION,C,1,3274,4820,0.679253112033195
2024-08-01,B DIVISION,C,2,737,1410,0.522695035460993
2024-08-01,B DIVISION,D,1,4702,6633,0.708879843208201
2024-08-01,B DIVISION,D,2,1351,1944,0.694958847736626
2024-08-01,B DIVISION,E,1,7160,9020,0.793791574279379
2024-08-01,B DIVISION,E,2,1665,1896,0.878164556962025
2024-08-01,B DIVISION,F,1,6391,8633,0.740298853237577
2024-08-01,B DIVISION,F,2,1431,1888,0.757944915254237
2024-08-01,B DIVISION,FS,1,5117,5127,0.998049541642286
2024-08-01,B DIVISION,FS,2,1072,1072,1.0
2024-08-01,B DIVISION,G,1,5412,5758,0.939909690864884
2024-08-01,B DIVISION,G,2,1956,2056,0.95136186770428
2024-08-01,B DIVISION,H,1,3565,3696,0.964556277056277
2024-08-01,B DIVISION,H,2,1335,1419,0.940803382663848
2024-08-01,B DIVISION,J,1,5348,6582,0.812518991188089
2024-08-01,B DIVISION,J,2,1975,2132,0.926360225140713
2024-08-01,B DIVISION,L,1,10971,12003,0.914021494626343
2024-08-01,B DIVISION,L,2,3699,3928,0.941700610997963
2024-08-01,B DIVISION,M,1,5064,6424,0.788293897882939
2024-08-01,B DIVISION,M,2,2238,2290,0.977292576419214
2024-08-01,B DIVISION,N,1,7913,10376,0.762625289128759
2024-08-01,B DIVISION,N,2,1321,2068,0.638781431334623
2024-08-01,B DIVISION,Q,1,5342,6813,0.784089241156612
2024-08-01,B DIVISION,Q,2,2004,2344,0.854948805460751
2024-08-01,B DIVISION,R,1,5039,6638,0.759114191021392
2024-08-01,B DIVISION,R,2,1597,1862,0.857679914070892
2024-09-01,A DIVISION,1,1,7553,9222,0.819019735415311
2024-09-01,A DIVISION,1,2,2877,3144,0.915076335877863
2024-09-01,A DIVISION,2,1,5128,7029,0.729549011239152
2024-09-01,A DIVISION,2,2,2505,3492,0.717353951890034
2024-09-01,A DIVISION,3,1,4682,5452,0.858767424798239
2024-09-01,A DIVISION,3,2,692,1026,0.674463937621832
2024-09-01,A DIVISION,4,1,6125,7513,0.815253560495142
2024-09-01,A DIVISION,4,2,2001,2640,0.757954545454546
2024-09-01,A DIVISION,5,1,4984,6263,0.795784767683219
2024-09-01,A DIVISION,5,2,2551,2699,0.945164875879956
2024-09-01,A DIVISION,6,1,8619,11038,0.780847979706469
2024-09-01,A DIVISION,6,2,2597,3084,0.842088197146563
2024-09-01,A DIVISION,7,1,12061,12840,0.939330218068536
2024-09-01,A DIVISION,7,2,3292,3577,0.920324294101202
2024-09-01,A DIVISION,S 42nd,1,11119,11210,0.991882247992864
2024-09-01,A DIVISION,S 42nd,2,3778,3780,0.9994708994709
2024-09-01,B DIVISION,A,1,5971,7591,0.786589382163088
2024-09-01,B DIVISION,A,2,2464,3096,0.795865633074935
2024-09-01,B DIVISION,B,1,2291,4335,0.528489042675894
2024-09-01,B DIVISION,C,1,3230,4392,0.735428051001822
2024-09-01,B DIVISION,C,2,1122,1548,0.724806201550388
2024-09-01,B DIVISION,D,1,4344,5920,0.733783783783784
2024-09-01,B DIVISION,D,2,1818,2160,0.841666666666667
2024-09-01,B DIVISION,E,1,6493,8200,0.791829268292683
2024-09-01,B DIVISION,E,2,1802,2088,0.863026819923372
2024-09-01,B DIVISION,F,1,5225,7843,0.666199158485273
2024-09-01,B DIVISION,F,2,1526,2076,0.735067437379576
2024-09-01,B DIVISION,G,1,4652,6006,0.774558774558775
2024-09-01,B DIVISION,G,2,2017,2412,0.836235489220564
2024-09-01,B DIVISION,JZ,1,4656,5949,0.782652546646495
2024-09-01,B DIVISION,JZ,2,3011,3374,0.892412566686426
2024-09-01,B DIVISION,L,1,10098,10920,0.924725274725275
2024-09-01,B DIVISION,L,2,3710,3982,0.93169261677549
2024-09-01,B DIVISION,M,1,4702,5841,0.804999143982195
2024-09-01,B DIVISION,M,2,1405,1471,0.955132562882393
2024-09-01,B DIVISION,N,1,7122,9469,0.752138557397824
2024-09-01,B DIVISION,N,2,1994,2600,0.766923076923077
2024-09-01,B DIVISION,Q,1,4663,6386,0.730191042906358
2024-09-01,B DIVISION,Q,2,2206,2598,0.849114703618168
2024-09-01,B DIVISION,R,1,4882,6058,0.80587652690657
2024-09-01,B DIVISION,R,2,1874,2154,0.870009285051068
2024-09-01,B DIVISION,S Fkln,1,4668,4704,0.99234693877551
2024-09-01,B DIVISION,S Fkln,2,2084,2092,0.996175908221797
2024-09-01,B DIVISION,S Rock,1,3206,3363,0.953315492120131
2024-09-01,B DIVISION,S Rock,2,1515,1544,0.981217616580311
2024-10-01,A DIVISION,1,1,9086,11046,0.82256020278834
2024-10-01,A DIVISION,1,2,2043,2348,0.870102214650767
2024-10-01,A DIVISION,2,1,5789,7708,0.751037882719253
2024-10-01,A DIVISION,2,2,1217,1706,0.713364595545135
2024-10-01,A DIVISION,3,1,5802,6738,0.861086375779163
2024-10-01,A DIVISION,3,2,1174,1616,0.726485148514852
2024-10-01,A DIVISION,4,1,7073,8573,0.825032077452467
2024-10-01,A DIVISION,4,2,1532,1854,0.826321467098166
2024-10-01,A DIVISION,5,1,6341,7451,0.851026707824453
2024-10-01,A DIVISION,5,2,954,1071,0.890756302521008
2024-10-01,A DIVISION,6,1,10294,12810,0.803590944574551
2024-10-01,A DIVISION,6,2,1692,2084,0.81190019193858
2024-10-01,A DIVISION,7,1,13592,14919,0.911053019639386
2024-10-01,A DIVISION,7,2,1966,2130,0.923004694835681
2024-10-01,A DIVISION,S 42nd,1,12161,12174,0.998932150484639
2024-10-01,A DIVISION,S 42nd,2,2318,2360,0.982203389830508
2024-10-01,B DIVISION,A,1,6980,8654,0.806563438872198
2024-10-01,B DIVISION,A,2,1551,2188,0.708866544789762
2024-10-01,B DIVISION,B,1,2831,4703,0.60195619817138
2024-10-01,B DIVISION,C,1,3867,5106,0.757344300822562
2024-10-01,B DIVISION,C,2,646,1086,0.594843462246777
2024-10-01,B DIVISION,D,1,4858,6808,0.713572267920094
2024-10-01,B DIVISION,D,2,1164,1512,0.76984126984127
2024-10-01,B DIVISION,E,1,7720,9430,0.818663838812301
2024-10-01,B DIVISION,E,2,1233,1464,0.842213114754098
2024-10-01,B DIVISION,F,1,6587,9016,0.730590062111801
2024-10-01,B DIVISION,F,2,940,1456,0.645604395604396
2024-10-01,B DIVISION,G,1,5696,7118,0.800224782242203
2024-10-01,B DIVISION,G,2,2716,2804,0.968616262482168
2024-10-01,B DIVISION,JZ,1,5435,6871,0.79100567602969
2024-10-01,B DIVISION,JZ,2,1416,1528,0.926701570680628
2024-10-01,B DIVISION,L,1,11792,12550,0.939601593625498
2024-10-01,B DIVISION,L,2,2805,2932,0.95668485675307
2024-10-01,B DIVISION,M,1,5530,6716,0.823406789755807
2024-10-01,B DIVISION,M,2,1708,1730,0.98728323699422
2024-10-01,B DIVISION,N,1,8481,11250,0.753866666666667
2024-10-01,B DIVISION,N,2,1209,1512,0.799603174603175
2024-10-01,B DIVISION,Q,1,5803,7549,0.768711087561266
2024-10-01,B DIVISION,Q,2,2320,2532,0.916271721958926
2024-10-01,B DIVISION,R,1,5287,6918,0.764238219138479
2024-10-01,B DIVISION,R,2,1217,1430,0.851048951048951
2024-10-01,B DIVISION,S Fkln,1,5284,5384,0.981426448736998
2024-10-01,B DIVISION,S Fkln,2,1468,1470,0.998639455782313
2024-10-01,B DIVISION,S Rock,1,3591,3812,0.94202518363064
2024-10-01,B DIVISION,S Rock,2,447,459,0.973856209150327
2024-11-01,A DIVISION,1,1,7669,9249,0.829170721159044
2024-11-01,A DIVISION,1,2,2804,3284,0.853836784409257
2024-11-01,A DIVISION,2,1,4699,6576,0.714568126520681
2024-11-01,A DIVISION,2,2,1596,2499,0.638655462184874
2024-11-01,A DIVISION,3,1,5131,6054,0.847538817310869
2024-11-01,A DIVISION,3,2,1647,2285,0.720787746170678
2024-11-01,A DIVISION,4,1,6205,7399,0.838626841465063
2024-11-01,A DIVISION,4,2,2275,3014,0.754810882548109
2024-11-01,A DIVISION,5,1,5428,6476,0.838171710932674
2024-11-01,A DIVISION,5,2,1694,2257,0.750553832521046
2024-11-01,A DIVISION,6,1,8615,11039,0.78041489265332
2024-11-01,A DIVISION,6,2,2657,3127,0.849696194435561
2024-11-01,A DIVISION,7,1,11724,12834,0.913510986442263
2024-11-01,A DIVISION,7,2,2969,3183,0.932767829092052
2024-11-01,A DIVISION,S 42nd,1,11088,11140,0.995332136445242
2024-11-01,A DIVISION,S 42nd,2,3963,3968,0.998739919354839
2024-11-01,B DIVISION,A,1,6170,7839,0.787090190075265
2024-11-01,B DIVISION,A,2,2686,3660,0.733879781420765
2024-11-01,B DIVISION,B,1,2497,3928,0.635692464358452
2024-11-01,B DIVISION,C,1,3187,4440,0.717792792792793
2024-11-01,B DIVISION,C,2,655,936,0.699786324786325
2024-11-01,B DIVISION,D,1,4550,6307,0.72142064372919
2024-11-01,B DIVISION,D,2,2670,3034,0.880026367831246
2024-11-01,B DIVISION,E,1,6316,8200,0.770243902439024
2024-11-01,B DIVISION,E,2,2311,2680,0.862313432835821
2024-11-01,B DIVISION,F,1,5492,7840,0.700510204081633
2024-11-01,B DIVISION,F,2,1584,2093,0.756808408982322
2024-11-01,B DIVISION,G,1,5173,6129,0.84402023168543
2024-11-01,B DIVISION,G,2,3306,3444,0.95993031358885
2024-11-01,B DIVISION,JZ,1,4767,5984,0.796624331550802
2024-11-01,B DIVISION,JZ,2,2220,2460,0.902439024390244
2024-11-01,B DIVISION,L,1,10193,10912,0.934109237536657
2024-11-01,B DIVISION,L,2,3379,3681,0.917957076881282
2024-11-01,B DIVISION,M,1,4847,5840,0.829965753424658
2024-11-01,B DIVISION,M,2,2461,2524,0.975039619651347
2024-11-01,B DIVISION,N,1,7531,9448,0.797099915325995
2024-11-01,B DIVISION,N,2,1878,2360,0.795762711864407
2024-11-01,B DIVISION,Q,1,5273,6318,0.834599556821779
2024-11-01,B DIVISION,Q,2,2706,2936,0.9216621253406
2024-11-01,B DIVISION,R,1,4770,6055,0.787778695293146
2024-11-01,B DIVISION,R,2,1965,2160,0.909722222222222
2024-11-01,B DIVISION,S Fkln,1,4699,4716,0.996395250212044
2024-11-01,B DIVISION,S Fkln,2,2115,2120,0.997641509433962
2024-11-01,B DIVISION,S Rock,1,3151,3256,0.967751842751843
2024-11-01,B DIVISION,S Rock,2,306,310,0.987096774193548
2024-12-01,A DIVISION,1,1,7689,9711,0.791782514674081
2024-12-01,A DIVISION,1,2,2907,3240,0.897222222222222
2024-12-01,A DIVISION,2,1,4693,6997,0.670716021151922
2024-12-01,A DIVISION,2,2,1772,2690,0.658736059479554
2024-12-01,A DIVISION,3,1,5227,6229,0.839139508749398
2024-12-01,A DIVISION,3,2,1389,1710,0.812280701754386
2024-12-01,A DIVISION,4,1,6322,7766,0.814061292814834
2024-12-01,A DIVISION,4,2,2094,2640,0.793181818181818
2024-12-01,A DIVISION,5,1,5329,6840,0.779093567251462
2024-12-01,A DIVISION,5,2,1829,2229,0.820547330641543
2024-12-01,A DIVISION,6,1,9797,11740,0.834497444633731
2024-12-01,A DIVISION,6,2,2811,3166,0.887871130764371
2024-12-01,A DIVISION,7,1,12056,13486,0.893964110929853
2024-12-01,A DIVISION,7,2,3548,3708,0.956850053937433
2024-12-01,A DIVISION,S 42nd,1,11084,11088,0.99963924963925
2024-12-01,A DIVISION,S 42nd,2,3558,3568,0.99719730941704
2024-12-01,B DIVISION,A,1,6265,7908,0.792235710672736
2024-12-01,B DIVISION,A,2,1865,2794,0.667501789549034
2024-12-01,B DIVISION,B,1,2639,4416,0.597599637681159
2024-12-01,B DIVISION,C,1,3279,4704,0.697066326530612
2024-12-01,B DIVISION,C,2,975,1548,0.62984496124031
2024-12-01,B DIVISION,D,1,4888,6436,0.759477936606588
2024-12-01,B DIVISION,D,2,1715,2162,0.793246993524514
2024-12-01,B DIVISION,E,1,6033,8610,0.700696864111498
2024-12-01,B DIVISION,E,2,1839,2088,0.880747126436782
2024-12-01,B DIVISION,F,1,5264,8232,0.639455782312925
2024-12-01,B DIVISION,F,2,1372,2076,0.660886319845857
2024-12-01,B DIVISION,G,1,4866,6290,0.773608903020668
2024-12-01,B DIVISION,G,2,2181,2560,0.851953125
2024-12-01,B DIVISION,JZ,1,5265,6251,0.84226523756199
2024-12-01,B DIVISION,JZ,2,2242,2432,0.921875
2024-12-01,B DIVISION,L,1,10281,11450,0.897903930131004
2024-12-01,B DIVISION,L,2,3113,3353,0.928422308380555
2024-12-01,B DIVISION,M,1,5228,6132,0.852576647097195
2024-12-01,B DIVISION,M,2,2415,2490,0.969879518072289
2024-12-01,B DIVISION,N,1,7599,9929,0.765333870480411
2024-12-01,B DIVISION,N,2,1709,2330,0.733476394849785
2024-12-01,B DIVISION,Q,1,4980,6877,0.724152973680384
2024-12-01,B DIVISION,Q,2,2282,2880,0.792361111111111
2024-12-01,B DIVISION,R,1,4503,6358,0.708241585404215
2024-12-01,B DIVISION,R,2,1870,2154,0.868152274837512
2024-12-01,B DIVISION,S Fkln,1,4887,4934,0.990474260235103
2024-12-01,B DIVISION,S Fkln,2,2080,2098,0.991420400381316
2024-12-01,B DIVISION,S Rock,1,3355,3528,0.950963718820862
2024-12-01,B DIVISION,S Rock,2,1415,1541,0.918234912394549
2025-01-01,A DIVISION,1,1,8510,10164,0.837268791814246
2025-01-01,A DIVISION,1,2,2335,2847,0.820161573586231
2025-01-01,A DIVISION,2,1,5065,7100,0.713380281690141
2025-01-01,A DIVISION,2,2,1358,2140,0.634579439252336
2025-01-01,A DIVISION,3,1,5396,6562,0.822310271258762
2025-01-01,A DIVISION,3,2,1426,1983,0.719112455874937
2025-01-01,A DIVISION,4,1,6521,8142,0.800908867600098
2025-01-01,A DIVISION,4,2,2284,2736,0.834795321637427
2025-01-01,A DIVISION,5,1,5416,7140,0.758543417366947
2025-01-01,A DIVISION,5,2,2093,2273,0.920809502859657
2025-01-01,A DIVISION,6,1,10367,12254,0.846009466296719
2025-01-01,A DIVISION,6,2,2419,2784,0.868893678160919
2025-01-01,A DIVISION,7,1,13193,14121,0.934282274626443
2025-01-01,A DIVISION,7,2,2528,2816,0.897727272727273
2025-01-01,A DIVISION,S 42nd,1,11874,11876,0.999831593129
2025-01-01,A DIVISION,S 42nd,2,3558,3568,0.99719730941704
2025-01-01,B DIVISION,A,1,6840,8515,0.803288314738696
2025-01-01,B DIVISION,A,2,2765,3372,0.819988137603796
2025-01-01,B DIVISION,B,1,2897,4734,0.611956062526405
2025-01-01,B DIVISION,C,1,3488,4884,0.714168714168714
2025-01-01,B DIVISION,C,2,641,774,0.828165374677003
2025-01-01,B DIVISION,D,1,5227,6778,0.771171437002066
2025-01-01,B DIVISION,D,2,2589,2819,0.918410783965945
2025-01-01,B DIVISION,E,1,7186,9020,0.796674057649667
2025-01-01,B DIVISION,E,2,2149,2464,0.872159090909091
2025-01-01,B DIVISION,F,1,5924,8624,0.686920222634508
2025-01-01,B DIVISION,F,2,1486,1874,0.792956243329776
2025-01-01,B DIVISION,G,1,4827,6796,0.710270747498528
2025-01-01,B DIVISION,G,2,1576,2315,0.680777537796976
2025-01-01,B DIVISION,JZ,1,5842,6543,0.892862601253248
2025-01-01,B DIVISION,JZ,2,2016,2200,0.916363636363636
2025-01-01,B DIVISION,L,1,10960,12004,0.913028990336554
2025-01-01,B DIVISION,L,2,3582,3882,0.922720247295209
2025-01-01,B DIVISION,M,1,5813,6422,0.905169729056369
2025-01-01,B DIVISION,M,2,2175,2244,0.969251336898396
2025-01-01,B DIVISION,N,1,7952,10384,0.765793528505393
2025-01-01,B DIVISION,N,2,1642,2074,0.791706846673096
2025-01-01,B DIVISION,Q,1,5734,7253,0.790569419550531
2025-01-01,B DIVISION,Q,2,3043,3358,0.906194163192376
2025-01-01,B DIVISION,R,1,4773,6596,0.723620375985446
2025-01-01,B DIVISION,R,2,1557,1780,0.874719101123596
2025-01-01,B DIVISION,S Fkln,1,5130,5180,0.99034749034749
2025-01-01,B DIVISION,S Fkln,2,2136,2142,0.997198879551821
2025-01-01,B DIVISION,S Rock,1,3602,3713,0.97010503635874
2025-01-01,B DIVISION,S Rock,2,1100,1117,0.984780662488809
2025-02-01,A DIVISION,1,1,7077,8754,0.808430431802604
2025-02-01,A DIVISION,1,2,2261,2646,0.854497354497354
2025-02-01,A DIVISION,2,1,4396,6118,0.718535469107552
2025-02-01,A DIVISION,2,2,1336,1904,0.701680672268908
2025-02-01,A DIVISION,3,1,4446,5551,0.800936768149883
2025-02-01,A DIVISION,3,2,1243,1880,0.661170212765957
2025-02-01,A DIVISION,4,1,5751,7033,0.817716479454003
2025-02-01,A DIVISION,4,2,1789,2418,0.739867659222498
2025-02-01,A DIVISION,5,1,4986,6145,0.811391375101709
2025-02-01,A DIVISION,5,2,1496,1769,0.845675522894291
2025-02-01,A DIVISION,6,1,8877,10598,0.837610869975467
2025-02-01,A DIVISION,6,2,2291,2736,0.837353801169591
2025-02-01,A DIVISION,7,1,11042,12189,0.905898761178111
2025-02-01,A DIVISION,7,2,2824,2954,0.955991875423155
2025-02-01,A DIVISION,S 42nd,1,10125,10142,0.998323802011438
2025-02-01,A DIVISION,S 42nd,2,3419,3452,0.990440324449594
2025-02-01,B DIVISION,A,1,5933,7125,0.832701754385965
2025-02-01,B DIVISION,A,2,2182,2530,0.862450592885376
2025-02-01,B DIVISION,B,1,2697,4056,0.664940828402367
2025-02-01,B DIVISION,C,1,3122,4218,0.740161213845424
2025-02-01,B DIVISION,C,2,1172,1410,0.831205673758865
2025-02-01,B DIVISION,D,1,4283,5764,0.743060374739764
2025-02-01,B DIVISION,D,2,1565,1944,0.805041152263374
2025-02-01,B DIVISION,E,1,5765,7790,0.7400513478819
2025-02-01,B DIVISION,E,2,1522,1896,0.802742616033755
2025-02-01,B DIVISION,F,1,5020,7448,0.674006444683136
2025-02-01,B DIVISION,F,2,1146,1888,0.606991525423729
2025-02-01,B DIVISION,G,1,4374,5760,0.759375
2025-02-01,B DIVISION,G,2,2169,2614,0.829762815608263
2025-02-01,B DIVISION,JZ,1,5027,5663,0.887692036023309
2025-02-01,B DIVISION,JZ,2,2133,2196,0.971311475409836
2025-02-01,B DIVISION,L,1,9260,10366,0.893305035693614
2025-02-01,B DIVISION,L,2,3724,3928,0.94806517311609
2025-02-01,B DIVISION,M,1,4596,5510,0.834119782214156
2025-02-01,B DIVISION,M,2,1260,1272,0.990566037735849
2025-02-01,B DIVISION,N,1,7048,8918,0.790311729087239
2025-02-01,B DIVISION,N,2,1551,2232,0.69489247311828
2025-02-01,B DIVISION,Q,1,4827,6021,0.801694070752367
2025-02-01,B DIVISION,Q,2,2656,2912,0.912087912087912
2025-02-01,B DIVISION,R,1,3979,5633,0.70637315817504
2025-02-01,B DIVISION,R,2,1651,1944,0.849279835390946
2025-02-01,B DIVISION,S Fkln,1,4505,4522,0.996240601503759
2025-02-01,B DIVISION,S Fkln,2,2137,2142,0.997665732959851
2025-02-01,B DIVISION,S Rock,1,3292,3306,0.995765275257108
2025-02-01,B DIVISION,S Rock,2,1544,1566,0.985951468710089
2025-03-01,A DIVISION,1,1,7983,9982,0.799739531156081
2025-03-01,A DIVISION,1,2,2639,3010,0.876744186046512
2025-03-01,A DIVISION,2,1,4760,6744,0.705812574139976
2025-03-01,A DIVISION,2,2,1531,2204,0.69464609800363
2025-03-01,A DIVISION,3,1,5046,6139,0.821957973611337
2025-03-01,A DIVISION,3,2,1477,2110,0.7
2025-03-01,A DIVISION,4,1,6609,7773,0.850250868390583
2025-03-01,A DIVISION,4,2,2281,2664,0.856231231231231
2025-03-01,A DIVISION,5,1,5420,6807,0.79623916556486
2025-03-01,A DIVISION,5,2,1626,1919,0.847316310578426
2025-03-01,A DIVISION,6,1,10478,12462,0.840796019900498
2025-03-01,A DIVISION,6,2,2958,3388,0.873081463990555
2025-03-01,A DIVISION,7,1,12069,13476,0.895592163846839
2025-03-01,A DIVISION,7,2,3315,3448,0.961426914153132
2025-03-01,A DIVISION,S 42nd,1,11004,11018,0.998729351969504
2025-03-01,A DIVISION,S 42nd,2,3818,3824,0.998430962343096
2025-03-01,B DIVISION,A,1,6761,7875,0.858539682539682
2025-03-01,B DIVISION,A,2,2295,2797,0.820521987844119
2025-03-01,B DIVISION,B,1,3372,4514,0.747009304386354
2025-03-01,B DIVISION,C,1,3483,4662,0.747104247104247
2025-03-01,B DIVISION,C,2,1060,1560,0.67948717948718
2025-03-01,B DIVISION,D,1,5186,6390,0.811580594679186
2025-03-01,B DIVISION,D,2,2343,2583,0.907084785133566
2025-03-01,B DIVISION,E,1,6489,8470,0.766115702479339
2025-03-01,B DIVISION,E,2,1792,2094,0.85577841451767
2025-03-01,B DIVISION,F,1,5981,8160,0.73296568627451
2025-03-01,B DIVISION,F,2,1438,2074,0.69334619093539
2025-03-01,B DIVISION,G,1,5346,6529,0.818808393322101
2025-03-01,B DIVISION,G,2,2079,2570,0.808949416342412
2025-03-01,B DIVISION,JZ,1,5549,6259,0.88656334877776
2025-03-01,B DIVISION,JZ,2,2172,2424,0.896039603960396
2025-03-01,B DIVISION,L,1,10659,11458,0.93026706231454
2025-03-01,B DIVISION,L,2,4555,4714,0.966270683071701
2025-03-01,B DIVISION,M,1,5126,6098,0.840603476549688
2025-03-01,B DIVISION,M,2,1486,1518,0.978919631093544
2025-03-01,B DIVISION,N,1,8448,10390,0.813089509143407
2025-03-01,B DIVISION,N,2,2024,2526,0.801266825019794
2025-03-01,B DIVISION,Q,1,5437,6611,0.822417183482075
2025-03-01,B DIVISION,Q,2,2351,2606,0.902148887183423
2025-03-01,B DIVISION,R,1,5051,6231,0.810624297865511
2025-03-01,B DIVISION,R,2,1957,2154,0.908542246982358
2025-03-01,B DIVISION,S Fkln,1,4975,4998,0.995398159263706
2025-03-01,B DIVISION,S Fkln,2,2241,2252,0.995115452930728
2025-03-01,B DIVISION,S Rock,1,3576,3654,0.978653530377668
2025-03-01,B DIVISION,S Rock,2,1710,1734,0.986159169550173
2025-04-01,A DIVISION,1,1,8655,10316,0.838987979837146
2025-04-01,A DIVISION,1,2,2359,2528,0.933148734177215
2025-04-01,A DIVISION,2,1,5060,7184,0.7043429844098
2025-04-01,A DIVISION,2,2,1276,1892,0.674418604651163
2025-04-01,A DIVISION,3,1,5297,6237,0.849286515953183
2025-04-01,A DIVISION,3,2,1424,1799,0.791550861589772
2025-04-01,A DIVISION,4,1,6784,8134,0.834029997541185
2025-04-01,A DIVISION,4,2,1497,2136,0.700842696629214
2025-04-01,A DIVISION,5,1,5604,7126,0.786415941622228
2025-04-01,A DIVISION,5,2,1328,1595,0.832601880877743
2025-04-01,A DIVISION,6,1,11281,13139,0.858588933708806
2025-04-01,A DIVISION,6,2,2582,3176,0.812972292191436
2025-04-01,A DIVISION,7,1,12886,14150,0.910671378091873
2025-04-01,A DIVISION,7,2,2931,3248,0.902401477832512
2025-04-01,A DIVISION,S 42nd,1,11526,11526,1.0
2025-04-01,A DIVISION,S 42nd,2,2728,2728,1.0
2025-04-01,B DIVISION,A,1,7095,8250,0.86
2025-04-01,B DIVISION,A,2,1857,2244,0.827540106951872
2025-04-01,B DIVISION,B,1,3719,4796,0.775437864887406
2025-04-01,B DIVISION,C,1,3693,4884,0.756142506142506
2025-04-01,B DIVISION,C,2,816,1248,0.653846153846154
2025-04-01,B DIVISION,D,1,5390,6512,0.827702702702703
2025-04-01,B DIVISION,D,2,1242,1728,0.71875
2025-04-01,B DIVISION,E,1,6522,8625,0.756173913043478
2025-04-01,B DIVISION,E,2,1455,1680,0.866071428571429
2025-04-01,B DIVISION,F,1,6098,8360,0.729425837320574
2025-04-01,B DIVISION,F,2,1337,1672,0.799641148325359
2025-04-01,B DIVISION,G,1,5336,6843,0.779774952506211
2025-04-01,B DIVISION,G,2,2124,2356,0.901528013582343
2025-04-01,B DIVISION,JZ,1,6197,6540,0.947553516819572
2025-04-01,B DIVISION,JZ,2,1693,1860,0.910215053763441
2025-04-01,B DIVISION,L,1,10514,12012,0.875291375291375
2025-04-01,B DIVISION,L,2,2811,3084,0.91147859922179
2025-04-01,B DIVISION,M,1,5358,6424,0.834059775840598
2025-04-01,B DIVISION,M,2,1975,2014,0.980635551142006
2025-04-01,B DIVISION,N,1,8081,10099,0.800178235468858
2025-04-01,B DIVISION,N,2,1287,1728,0.744791666666667
2025-04-01,B DIVISION,Q,1,5697,6901,0.825532531517171
2025-04-01,B DIVISION,Q,2,2444,2580,0.947286821705426
2025-04-01,B DIVISION,R,1,5386,6579,0.818665450676395
2025-04-01,B DIVISION,R,2,1558,1728,0.90162037037037
2025-04-01,B DIVISION,S Fkln,1,5218,5232,0.997324159021407
2025-04-01,B DIVISION,S Fkln,2,1904,1904,1.0
2025-04-01,B DIVISION,S Rock,1,3800,3828,0.992685475444096
2025-04-01,B DIVISION,S Rock,2,1388,1392,0.997126436781609
2025-05-01,A DIVISION,1,1,7723,9714,0.795038089355569
2025-05-01,A DIVISION,1,2,3314,3636,0.911441144114411
2025-05-01,A DIVISION,2,1,5164,7091,0.728247073755465
2025-05-01,A DIVISION,2,2,1835,2592,0.707947530864198
2025-05-01,A DIVISION,3,1,5254,5970,0.880067001675042
2025-05-01,A DIVISION,3,2,1653,2071,0.798165137614679
2025-05-01,A DIVISION,4,1,6554,7772,0.843283582089552
2025-05-01,A DIVISION,4,2,2092,2670,0.783520599250936
2025-05-01,A DIVISION,5,1,5482,6722,0.815531091936924
2025-05-01,A DIVISION,5,2,2188,2355,0.929087048832272
2025-05-01,A DIVISION,6,1,10088,11702,0.862074858998462
2025-05-01,A DIVISION,6,2,2854,3160,0.903164556962025
2025-05-01,A DIVISION,7,1,12600,13482,0.934579439252336
2025-05-01,A DIVISION,7,2,3424,3920,0.873469387755102
2025-05-01,A DIVISION,S 42nd,1,10989,11018,0.997367943365402
2025-05-01,A DIVISION,S 42nd,2,3480,3482,0.999425617461229
2025-05-01,B DIVISION,A,1,6671,7937,0.840493889378858
2025-05-01,B DIVISION,A,2,2292,2805,0.817112299465241
2025-05-01,B DIVISION,B,1,3380,4392,0.769581056466302
2025-05-01,B DIVISION,C,1,3852,4662,0.826254826254826
2025-05-01,B DIVISION,C,2,1123,1560,0.719871794871795
2025-05-01,B DIVISION,D,1,5057,6253,0.808731808731809
2025-05-01,B DIVISION,D,2,1714,2160,0.793518518518518
2025-05-01,B DIVISION,E,1,6655,8232,0.808430515063168
2025-05-01,B DIVISION,E,2,1713,2100,0.815714285714286
2025-05-01,B DIVISION,F,1,5969,7980,0.747994987468672
2025-05-01,B DIVISION,F,2,1416,2090,0.677511961722488
2025-05-01,B DIVISION,G,1,5455,6578,0.829279416235938
2025-05-01,B DIVISION,G,2,3282,3540,0.927118644067797
2025-05-01,B DIVISION,JZ,1,5720,6237,0.91710758377425
2025-05-01,B DIVISION,JZ,2,2065,2260,0.913716814159292
2025-05-01,B DIVISION,L,1,10306,11616,0.887224517906336
2025-05-01,B DIVISION,L,2,4523,4720,0.958262711864407
2025-05-01,B DIVISION,M,1,5145,6132,0.839041095890411
2025-05-01,B DIVISION,M,2,2423,2510,0.965338645418327
2025-05-01,B DIVISION,N,1,8073,10059,0.80256486728303
2025-05-01,B DIVISION,N,2,2635,3248,0.811268472906404
2025-05-01,B DIVISION,Q,1,5522,6695,0.824794622852875
2025-05-01,B DIVISION,Q,2,1921,2610,0.736015325670498
2025-05-01,B DIVISION,R,1,5244,6355,0.825177025963808
2025-05-01,B DIVISION,R,2,1873,2160,0.86712962962963
